
***** Observations ORDER 1 *****
62 -> 63 : 1
64 -> 74 : 1
74 -> 73 : 1
83 -> 73 : 1
51 -> 41 : 1
41 -> 40 : 1
41 -> 31 : 1
40 -> 30 : 2
30 -> 39 : 1
30 -> 31 : 1
39 -> 49 : 1
49 -> 48 : 1
49 -> 40 : 1
48 -> 58 : 2
48 -> 49 : 1
58 -> 59 : 1
58 -> 48 : 2
59 -> 58 : 1
31 -> 41 : 1
31 -> 21 : 1
21 -> 22 : 1
22 -> 23 : 1
23 -> 13 : 1
23 -> 33 : 1
13 -> 3 : 1
13 -> 23 : 1
3 -> 13 : 1
33 -> 43 : 1
43 -> 53 : 1
43 -> 44 : 1
44 -> 45 : 1
44 -> 54 : 1
45 -> 44 : 1
45 -> 46 : 2
55 -> 56 : 1
56 -> 66 : 1
56 -> 57 : 1
66 -> 67 : 1
67 -> 57 : 1
57 -> 56 : 1
57 -> 47 : 1
47 -> 37 : 1
47 -> 46 : 1
37 -> 47 : 1
46 -> 45 : 2
46 -> 36 : 1
36 -> 35 : 1
35 -> 25 : 1
25 -> 24 : 1
24 -> 14 : 2
14 -> 24 : 1
14 -> 15 : 1
15 -> 16 : 1
16 -> 17 : 1
16 -> 26 : 1
17 -> 16 : 1
26 -> 36
 : 1


***** Distributions ORDER 1 *****
60 -> 69 : 0.3333333333333333
60 -> 50 : 0.3333333333333333
60 -> 61 : 0.3333333333333333
69 -> 60 : 1.0
50 -> 60 : 1.0
61 -> 71 : 0.5
61 -> 51 : 0.5
71 -> 70 : 0.25
71 -> 72 : 0.5
71 -> 61 : 0.25
70 -> 79 : 0.5
70 -> 80 : 0.25
70 -> 71 : 0.25
79 -> 70 : 1.0
80 -> 70 : 1.0
72 -> 73 : 0.6
72 -> 71 : 0.4
73 -> 72 : 0.6
73 -> 63 : 0.2
73 -> 83 : 0.2
63 -> 53 : 0.5
63 -> 64 : 0.5
53 -> 54 : 0.3333333333333333
53 -> 52 : 0.3333333333333333
53 -> 43 : 0.3333333333333333
54 -> 53 : 0.5
54 -> 55 : 0.5
52 -> 62 : 1.0
62 -> 63 : 1.0
64 -> 74 : 1.0
74 -> 73 : 1.0
83 -> 73 : 1.0
51 -> 41 : 1.0
41 -> 40 : 0.5
41 -> 31 : 0.5
40 -> 30 : 1.0
30 -> 39 : 0.5
30 -> 31 : 0.5
39 -> 49 : 1.0
49 -> 48 : 0.5
49 -> 40 : 0.5
48 -> 58 : 0.6666666666666666
48 -> 49 : 0.3333333333333333
58 -> 59 : 0.3333333333333333
58 -> 48 : 0.6666666666666666
59 -> 58 : 1.0
31 -> 41 : 0.5
31 -> 21 : 0.5
21 -> 22 : 1.0
22 -> 23 : 1.0
23 -> 13 : 0.5
23 -> 33 : 0.5
13 -> 3 : 0.5
13 -> 23 : 0.5
3 -> 13 : 1.0
33 -> 43 : 1.0
43 -> 53 : 0.5
43 -> 44 : 0.5
44 -> 45 : 0.5
44 -> 54 : 0.5
45 -> 44 : 0.3333333333333333
45 -> 46 : 0.6666666666666666
55 -> 56 : 1.0
56 -> 66 : 0.5
56 -> 57 : 0.5
66 -> 67 : 1.0
67 -> 57 : 1.0
57 -> 56 : 0.5
57 -> 47 : 0.5
47 -> 37 : 0.5
47 -> 46 : 0.5
37 -> 47 : 1.0
46 -> 45 : 0.6666666666666666
46 -> 36 : 0.3333333333333333
36 -> 35 : 1.0
35 -> 25 : 1.0
25 -> 24 : 1.0
24 -> 14 : 1.0
14 -> 24 : 0.5
14 -> 15 : 0.5
15 -> 16 : 1.0
16 -> 17 : 0.5
16 -> 26 : 0.5
17 -> 16 : 1.0
26 -> 36
 : 1.0


***** Observations ORDER 2 *****
60|69 -> 50 : 1
60|50 -> 61 : 1
61|60 -> 71 : 1
71|61 -> 70 : 1
70|71 -> 79 : 1
70|79 -> 79 : 1
70|79 -> 80 : 1
70|80 -> 71 : 1
71|70 -> 72 : 1
72|71 -> 73 : 2
73|72 -> 72 : 2
73|72 -> 63 : 1
72|73 -> 71 : 2
72|73 -> 73 : 1
71|72 -> 72 : 1
71|72 -> 61 : 1
63|73 -> 53 : 1
53|63 -> 54 : 1
54|53 -> 53 : 1
53|54 -> 52 : 1
63|62 -> 64 : 1
73|74 -> 83 : 1
73|83 -> 72 : 1
61|71 -> 51 : 1
41|51 -> 40 : 1
30|40 -> 39 : 1
30|40 -> 31 : 1
49|39 -> 48 : 1
48|49 -> 58 : 1
58|48 -> 59 : 1
58|48 -> 48 : 1
58|59 -> 48 : 1
48|58 -> 58 : 1
48|58 -> 49 : 1
49|48 -> 40 : 1
31|30 -> 41 : 1
41|31 -> 31 : 1
31|41 -> 21 : 1
23|22 -> 13 : 1
13|23 -> 3 : 1
13|3 -> 23 : 1
23|13 -> 33 : 1
43|33 -> 53 : 1
53|43 -> 43 : 1
43|53 -> 44 : 1
44|43 -> 45 : 1
45|44 -> 44 : 1
44|45 -> 54 : 1
54|44 -> 55 : 1
56|55 -> 66 : 1
57|67 -> 56 : 1
56|57 -> 57 : 1
57|56 -> 47 : 1
47|57 -> 37 : 1
47|37 -> 46 : 1
46|47 -> 45 : 1
45|46 -> 46 : 2
46|45 -> 45 : 1
46|45 -> 36 : 1
14|24 -> 24 : 1
14|24 -> 15 : 1
16|15 -> 17 : 1
16|17 -> 26 : 1


***** Distributions ORDER 2 *****
60|69 -> 50 : 1.0
60|50 -> 61 : 1.0
61|60 -> 71 : 1.0
71|61 -> 70 : 1.0
70|71 -> 79 : 1.0
70|79 -> 79 : 0.5
70|79 -> 80 : 0.5
70|80 -> 71 : 1.0
71|70 -> 72 : 1.0
72|71 -> 73 : 1.0
73|72 -> 72 : 0.6666666666666666
73|72 -> 63 : 0.3333333333333333
72|73 -> 71 : 0.6666666666666666
72|73 -> 73 : 0.3333333333333333
71|72 -> 72 : 0.5
71|72 -> 61 : 0.5
63|73 -> 53 : 1.0
53|63 -> 54 : 1.0
54|53 -> 53 : 1.0
53|54 -> 52 : 1.0
63|62 -> 64 : 1.0
73|74 -> 83 : 1.0
73|83 -> 72 : 1.0
61|71 -> 51 : 1.0
41|51 -> 40 : 1.0
30|40 -> 39 : 0.5
30|40 -> 31 : 0.5
49|39 -> 48 : 1.0
48|49 -> 58 : 1.0
58|48 -> 59 : 0.5
58|48 -> 48 : 0.5
58|59 -> 48 : 1.0
48|58 -> 58 : 0.5
48|58 -> 49 : 0.5
49|48 -> 40 : 1.0
31|30 -> 41 : 1.0
41|31 -> 31 : 1.0
31|41 -> 21 : 1.0
23|22 -> 13 : 1.0
13|23 -> 3 : 1.0
13|3 -> 23 : 1.0
23|13 -> 33 : 1.0
43|33 -> 53 : 1.0
53|43 -> 43 : 1.0
43|53 -> 44 : 1.0
44|43 -> 45 : 1.0
45|44 -> 44 : 1.0
44|45 -> 54 : 1.0
54|44 -> 55 : 1.0
56|55 -> 66 : 1.0
57|67 -> 56 : 1.0
56|57 -> 57 : 1.0
57|56 -> 47 : 1.0
47|57 -> 37 : 1.0
47|37 -> 46 : 1.0
46|47 -> 45 : 1.0
45|46 -> 46 : 1.0
46|45 -> 45 : 0.5
46|45 -> 36 : 0.5
14|24 -> 24 : 0.5
14|24 -> 15 : 0.5
16|15 -> 17 : 1.0
16|17 -> 26 : 1.0


***** Observations ORDER 3 *****
70|79.70 -> 79 : 1
70|79.70 -> 80 : 1
73|72.71 -> 72 : 2
72|73.72 -> 71 : 1
72|73.72 -> 73 : 1
71|72.73 -> 72 : 1
71|72.73 -> 61 : 1
73|72.73 -> 63 : 1
72|73.83 -> 71 : 1
30|40.41 -> 39 : 1
58|48.49 -> 59 : 1
48|58.59 -> 58 : 1
58|48.58 -> 48 : 1
48|58.48 -> 49 : 1
30|40.49 -> 31 : 1
46|45.46 -> 45 : 1
46|45.46 -> 36 : 1
14|24.25 -> 24 : 1
14|24.14 -> 15 : 1


***** Distributions ORDER 3 *****
70|79.70 -> 79 : 0.5
70|79.70 -> 80 : 0.5
73|72.71 -> 72 : 1.0
72|73.72 -> 71 : 0.5
72|73.72 -> 73 : 0.5
71|72.73 -> 72 : 0.5
71|72.73 -> 61 : 0.5
73|72.73 -> 63 : 1.0
72|73.83 -> 71 : 1.0
30|40.41 -> 39 : 1.0
58|48.49 -> 59 : 1.0
48|58.59 -> 58 : 1.0
58|48.58 -> 48 : 1.0
48|58.48 -> 49 : 1.0
30|40.49 -> 31 : 1.0
46|45.46 -> 45 : 0.5
46|45.46 -> 36 : 0.5
14|24.25 -> 24 : 1.0
14|24.14 -> 15 : 1.0


***** Observations ORDER 4 *****
70|79.70.71 -> 79 : 1
70|79.70.79 -> 80 : 1
72|73.72.71 -> 71 : 1
72|73.72.71 -> 73 : 1
71|72.73.72 -> 72 : 1
71|72.73.83 -> 61 : 1
46|45.46.47 -> 45 : 1
46|45.46.45 -> 36 : 1


***** Distributions ORDER 4 *****
70|79.70.71 -> 79 : 1.0
70|79.70.79 -> 80 : 1.0
72|73.72.71 -> 71 : 0.5
72|73.72.71 -> 73 : 0.5
71|72.73.72 -> 72 : 1.0
71|72.73.83 -> 61 : 1.0
46|45.46.47 -> 45 : 1.0
46|45.46.45 -> 36 : 1.0


***** Observations ORDER 5 *****
72|73.72.71.70 -> 71 : 1
72|73.72.71.72 -> 73 : 1


***** Distributions ORDER 5 *****
72|73.72.71.70 -> 71 : 1.0
72|73.72.71.72 -> 73 : 1.0


***** Observations ORDER 1 *****
75 -> 85 : 1
75 -> 74 : 2
85 -> 75 : 1
74 -> 75 : 1
74 -> 73 : 1
73 -> 72 : 1
72 -> 71 : 3
71 -> 72 : 2
71 -> 61 : 1
71 -> 70 : 1
61 -> 71 : 1
70 -> 79 : 1
79 -> 89 : 1
89 -> 99 : 1
99 -> 98 : 2
99 -> 90 : 2
98 -> 99 : 2
90 -> 91 : 1
90 -> 0 : 1
91 -> 1 : 1
91 -> 92 : 1
1 -> 91 : 1
1 -> 0 : 2
1 -> 2 : 1
92 -> 2 : 1
2 -> 1 : 2
0 -> 9 : 2
0 -> 1 : 1
0 -> 10 : 1
9 -> 99 : 1
9 -> 19 : 1
19 -> 18 : 1
19 -> 10 : 1
18 -> 19 : 1
18 -> 28 : 1
10 -> 0 : 1
10 -> 20 : 1
20 -> 29 : 1
20 -> 21 : 1
29 -> 39 : 1
39 -> 30 : 1
30 -> 20 : 1
21 -> 31 : 1
31 -> 32 : 1
32 -> 42 : 1
42 -> 52 : 2
42 -> 41 : 1
42 -> 43 : 1
52 -> 53 : 3
52 -> 42 : 2
52 -> 51 : 1
53 -> 52 : 3
53 -> 54 : 1
41 -> 42 : 1
51 -> 52 : 1
43 -> 53 : 1
54 -> 55 : 1
55 -> 56 : 1
56 -> 66 : 1
56 -> 46 : 1
66 -> 67 : 1
66 -> 76 : 1
66 -> 56 : 1
67 -> 66 : 1
76 -> 66 : 1
46 -> 45 : 1
45 -> 35 : 1
35 -> 36 : 1
36 -> 26 : 1
26 -> 25 : 1
26 -> 16 : 1
25 -> 15 : 1
15 -> 16 : 1
16 -> 26 : 1
16 -> 17 : 1
17 -> 18 : 1
28 -> 38 : 1
38 -> 48 : 1
48 -> 49 : 1
48 -> 47
 : 1
49 -> 40 : 1
49 -> 48 : 1
40 -> 49 : 1


***** Distributions ORDER 1 *****
75 -> 85 : 0.3333333333333333
75 -> 74 : 0.6666666666666666
85 -> 75 : 1.0
74 -> 75 : 0.5
74 -> 73 : 0.5
73 -> 72 : 1.0
72 -> 71 : 1.0
71 -> 72 : 0.5
71 -> 61 : 0.25
71 -> 70 : 0.25
61 -> 71 : 1.0
70 -> 79 : 1.0
79 -> 89 : 1.0
89 -> 99 : 1.0
99 -> 98 : 0.5
99 -> 90 : 0.5
98 -> 99 : 1.0
90 -> 91 : 0.5
90 -> 0 : 0.5
91 -> 1 : 0.5
91 -> 92 : 0.5
1 -> 91 : 0.25
1 -> 0 : 0.5
1 -> 2 : 0.25
92 -> 2 : 1.0
2 -> 1 : 1.0
0 -> 9 : 0.5
0 -> 1 : 0.25
0 -> 10 : 0.25
9 -> 99 : 0.5
9 -> 19 : 0.5
19 -> 18 : 0.5
19 -> 10 : 0.5
18 -> 19 : 0.5
18 -> 28 : 0.5
10 -> 0 : 0.5
10 -> 20 : 0.5
20 -> 29 : 0.5
20 -> 21 : 0.5
29 -> 39 : 1.0
39 -> 30 : 1.0
30 -> 20 : 1.0
21 -> 31 : 1.0
31 -> 32 : 1.0
32 -> 42 : 1.0
42 -> 52 : 0.5
42 -> 41 : 0.25
42 -> 43 : 0.25
52 -> 53 : 0.5
52 -> 42 : 0.3333333333333333
52 -> 51 : 0.16666666666666666
53 -> 52 : 0.75
53 -> 54 : 0.25
41 -> 42 : 1.0
51 -> 52 : 1.0
43 -> 53 : 1.0
54 -> 55 : 1.0
55 -> 56 : 1.0
56 -> 66 : 0.5
56 -> 46 : 0.5
66 -> 67 : 0.3333333333333333
66 -> 76 : 0.3333333333333333
66 -> 56 : 0.3333333333333333
67 -> 66 : 1.0
76 -> 66 : 1.0
46 -> 45 : 1.0
45 -> 35 : 1.0
35 -> 36 : 1.0
36 -> 26 : 1.0
26 -> 25 : 0.5
26 -> 16 : 0.5
25 -> 15 : 1.0
15 -> 16 : 1.0
16 -> 26 : 0.5
16 -> 17 : 0.5
17 -> 18 : 1.0
28 -> 38 : 1.0
38 -> 48 : 1.0
48 -> 49 : 0.5
48 -> 47
 : 0.5
49 -> 40 : 0.5
49 -> 48 : 0.5
40 -> 49 : 1.0


***** Observations ORDER 2 *****
75|85 -> 74 : 1
74|75 -> 75 : 1
74|75 -> 73 : 1
75|74 -> 74 : 1
71|72 -> 72 : 2
71|72 -> 61 : 1
71|61 -> 70 : 1
99|89 -> 98 : 1
99|98 -> 90 : 2
90|99 -> 91 : 1
90|99 -> 0 : 1
91|90 -> 1 : 1
1|91 -> 91 : 1
91|1 -> 92 : 1
1|2 -> 0 : 2
0|1 -> 9 : 1
0|1 -> 10 : 1
9|0 -> 99 : 1
9|0 -> 19 : 1
99|9 -> 98 : 1
0|90 -> 9 : 1
19|9 -> 18 : 1
18|19 -> 19 : 1
19|18 -> 10 : 1
10|19 -> 0 : 1
0|10 -> 1 : 1
1|0 -> 2 : 1
10|0 -> 20 : 1
20|10 -> 29 : 1
20|30 -> 21 : 1
42|32 -> 52 : 1
52|42 -> 53 : 2
53|52 -> 52 : 3
52|53 -> 42 : 2
52|53 -> 51 : 1
42|52 -> 41 : 1
42|52 -> 43 : 1
42|41 -> 52 : 1
52|51 -> 53 : 1
53|43 -> 54 : 1
56|55 -> 66 : 1
66|56 -> 67 : 1
66|67 -> 76 : 1
66|76 -> 56 : 1
56|66 -> 46 : 1
26|36 -> 25 : 1
16|15 -> 26 : 1
26|16 -> 16 : 1
16|26 -> 17 : 1
18|17 -> 28 : 1
48|38 -> 49 : 1
49|48 -> 40 : 1
49|40 -> 48 : 1
48|49 -> 47
 : 1


***** Distributions ORDER 2 *****
75|85 -> 74 : 1.0
74|75 -> 75 : 0.5
74|75 -> 73 : 0.5
75|74 -> 74 : 1.0
71|72 -> 72 : 0.6666666666666666
71|72 -> 61 : 0.3333333333333333
71|61 -> 70 : 1.0
99|89 -> 98 : 1.0
99|98 -> 90 : 1.0
90|99 -> 91 : 0.5
90|99 -> 0 : 0.5
91|90 -> 1 : 1.0
1|91 -> 91 : 1.0
91|1 -> 92 : 1.0
1|2 -> 0 : 1.0
0|1 -> 9 : 0.5
0|1 -> 10 : 0.5
9|0 -> 99 : 0.5
9|0 -> 19 : 0.5
99|9 -> 98 : 1.0
0|90 -> 9 : 1.0
19|9 -> 18 : 1.0
18|19 -> 19 : 1.0
19|18 -> 10 : 1.0
10|19 -> 0 : 1.0
0|10 -> 1 : 1.0
1|0 -> 2 : 1.0
10|0 -> 20 : 1.0
20|10 -> 29 : 1.0
20|30 -> 21 : 1.0
42|32 -> 52 : 1.0
52|42 -> 53 : 1.0
53|52 -> 52 : 1.0
52|53 -> 42 : 0.6666666666666666
52|53 -> 51 : 0.3333333333333333
42|52 -> 41 : 0.5
42|52 -> 43 : 0.5
42|41 -> 52 : 1.0
52|51 -> 53 : 1.0
53|43 -> 54 : 1.0
56|55 -> 66 : 1.0
66|56 -> 67 : 1.0
66|67 -> 76 : 1.0
66|76 -> 56 : 1.0
56|66 -> 46 : 1.0
26|36 -> 25 : 1.0
16|15 -> 26 : 1.0
26|16 -> 16 : 1.0
16|26 -> 17 : 1.0
18|17 -> 28 : 1.0
48|38 -> 49 : 1.0
49|48 -> 40 : 1.0
49|40 -> 48 : 1.0
48|49 -> 47
 : 1.0


***** Observations ORDER 3 *****
74|75.85 -> 75 : 1
74|75.74 -> 73 : 1
71|72.73 -> 72 : 1
71|72.71 -> 72 : 1
71|72.71 -> 61 : 1
90|99.98 -> 91 : 1
90|99.98 -> 0 : 1
0|1.2 -> 9 : 1
0|1.2 -> 10 : 1
9|0.1 -> 99 : 1
9|0.90 -> 19 : 1
52|53.52 -> 42 : 2
52|53.52 -> 51 : 1
42|52.53 -> 41 : 1
42|52.53 -> 43 : 1


***** Distributions ORDER 3 *****
74|75.85 -> 75 : 1.0
74|75.74 -> 73 : 1.0
71|72.73 -> 72 : 1.0
71|72.71 -> 72 : 0.5
71|72.71 -> 61 : 0.5
90|99.98 -> 91 : 0.5
90|99.98 -> 0 : 0.5
0|1.2 -> 9 : 0.5
0|1.2 -> 10 : 0.5
9|0.1 -> 99 : 1.0
9|0.90 -> 19 : 1.0
52|53.52 -> 42 : 0.6666666666666666
52|53.52 -> 51 : 0.3333333333333333
42|52.53 -> 41 : 0.5
42|52.53 -> 43 : 0.5


***** Observations ORDER 4 *****
71|72.71.72 -> 72 : 1
71|72.71.72 -> 61 : 1
90|99.98.99 -> 91 : 1
90|99.98.99 -> 0 : 1
0|1.2.92 -> 9 : 1
0|1.2.1 -> 10 : 1
52|53.52.42 -> 42 : 1
52|53.52.42 -> 51 : 1
42|52.53.52 -> 41 : 1
42|52.53.52 -> 43 : 1
52|53.52.51 -> 42 : 1


***** Distributions ORDER 4 *****
71|72.71.72 -> 72 : 0.5
71|72.71.72 -> 61 : 0.5
90|99.98.99 -> 91 : 0.5
90|99.98.99 -> 0 : 0.5
0|1.2.92 -> 9 : 1.0
0|1.2.1 -> 10 : 1.0
52|53.52.42 -> 42 : 0.5
52|53.52.42 -> 51 : 0.5
42|52.53.52 -> 41 : 0.5
42|52.53.52 -> 43 : 0.5
52|53.52.51 -> 42 : 1.0


***** Observations ORDER 5 *****
71|72.71.72.73 -> 72 : 1
71|72.71.72.71 -> 61 : 1
90|99.98.99.89 -> 91 : 1
90|99.98.99.9 -> 0 : 1
52|53.52.42.32 -> 42 : 1
42|52.53.52.42 -> 41 : 1
52|53.52.42.41 -> 51 : 1
42|52.53.52.51 -> 43 : 1


***** Distributions ORDER 5 *****
71|72.71.72.73 -> 72 : 1.0
71|72.71.72.71 -> 61 : 1.0
90|99.98.99.89 -> 91 : 1.0
90|99.98.99.9 -> 0 : 1.0
52|53.52.42.32 -> 42 : 1.0
42|52.53.52.42 -> 41 : 1.0
52|53.52.42.41 -> 51 : 1.0
42|52.53.52.51 -> 43 : 1.0


***** Observations ORDER 1 *****
71 -> 72 : 1
71 -> 70 : 1
72 -> 73 : 2
72 -> 62 : 1
73 -> 72 : 2
62 -> 52 : 1
52 -> 51 : 1
52 -> 53 : 1
51 -> 61 : 1
61 -> 71 : 1
70 -> 60 : 1
70 -> 79 : 1
60 -> 69 : 1
60 -> 70 : 1
69 -> 68 : 3
69 -> 60 : 1
69 -> 59 : 2
68 -> 69 : 1
68 -> 58 : 1
68 -> 67 : 1
58 -> 48 : 2
58 -> 59 : 2
58 -> 57 : 1
48 -> 58 : 1
48 -> 38 : 1
59 -> 69 : 3
59 -> 58 : 1
79 -> 69 : 1
67 -> 57 : 1
57 -> 56 : 1
57 -> 58 : 2
56 -> 57 : 1
38 -> 39 : 1
38 -> 37 : 2
39 -> 30 : 1
39 -> 38 : 1
39 -> 29 : 1
30 -> 20 : 1
20 -> 10 : 1
20 -> 21 : 1
10 -> 19 : 1
19 -> 29 : 1
29 -> 39 : 2
29 -> 20 : 1
37 -> 27 : 1
37 -> 36 : 1
27 -> 28 : 2
28 -> 27 : 1
28 -> 38 : 1
28 -> 29 : 1
36 -> 26 : 1
26 -> 16 : 1
16 -> 17 : 1
17 -> 18 : 1
18 -> 28 : 1
21 -> 31 : 1
31 -> 32 : 2
32 -> 31 : 1
32 -> 42 : 1
42 -> 52 : 1
53 -> 54 : 1
54 -> 64 : 1
64 -> 74 : 2
74 -> 64 : 1
74 -> 84 : 1
84 -> 94 : 1
94 -> 4 : 1
4 -> 5 : 1
4 -> 14 : 3
5 -> 4 : 1
14 -> 4 : 1
14 -> 24 : 1
14 -> 13 : 1
24 -> 23 : 1
23 -> 22 : 1
23 -> 13 : 1
22 -> 23 : 1
13 -> 3 : 1
13 -> 3
 : 1
3 -> 93 : 1
3 -> 4 : 1
93 -> 3 : 1


***** Distributions ORDER 1 *****
71 -> 72 : 0.5
71 -> 70 : 0.5
72 -> 73 : 0.6666666666666666
72 -> 62 : 0.3333333333333333
73 -> 72 : 1.0
62 -> 52 : 1.0
52 -> 51 : 0.5
52 -> 53 : 0.5
51 -> 61 : 1.0
61 -> 71 : 1.0
70 -> 60 : 0.5
70 -> 79 : 0.5
60 -> 69 : 0.5
60 -> 70 : 0.5
69 -> 68 : 0.5
69 -> 60 : 0.16666666666666666
69 -> 59 : 0.3333333333333333
68 -> 69 : 0.3333333333333333
68 -> 58 : 0.3333333333333333
68 -> 67 : 0.3333333333333333
58 -> 48 : 0.4
58 -> 59 : 0.4
58 -> 57 : 0.2
48 -> 58 : 0.5
48 -> 38 : 0.5
59 -> 69 : 0.75
59 -> 58 : 0.25
79 -> 69 : 1.0
67 -> 57 : 1.0
57 -> 56 : 0.3333333333333333
57 -> 58 : 0.6666666666666666
56 -> 57 : 1.0
38 -> 39 : 0.3333333333333333
38 -> 37 : 0.6666666666666666
39 -> 30 : 0.3333333333333333
39 -> 38 : 0.3333333333333333
39 -> 29 : 0.3333333333333333
30 -> 20 : 1.0
20 -> 10 : 0.5
20 -> 21 : 0.5
10 -> 19 : 1.0
19 -> 29 : 1.0
29 -> 39 : 0.6666666666666666
29 -> 20 : 0.3333333333333333
37 -> 27 : 0.5
37 -> 36 : 0.5
27 -> 28 : 1.0
28 -> 27 : 0.3333333333333333
28 -> 38 : 0.3333333333333333
28 -> 29 : 0.3333333333333333
36 -> 26 : 1.0
26 -> 16 : 1.0
16 -> 17 : 1.0
17 -> 18 : 1.0
18 -> 28 : 1.0
21 -> 31 : 1.0
31 -> 32 : 1.0
32 -> 31 : 0.5
32 -> 42 : 0.5
42 -> 52 : 1.0
53 -> 54 : 1.0
54 -> 64 : 1.0
64 -> 74 : 1.0
74 -> 64 : 0.5
74 -> 84 : 0.5
84 -> 94 : 1.0
94 -> 4 : 1.0
4 -> 5 : 0.25
4 -> 14 : 0.75
5 -> 4 : 1.0
14 -> 4 : 0.3333333333333333
14 -> 24 : 0.3333333333333333
14 -> 13 : 0.3333333333333333
24 -> 23 : 1.0
23 -> 22 : 0.5
23 -> 13 : 0.5
22 -> 23 : 1.0
13 -> 3 : 0.5
13 -> 3
 : 0.5
3 -> 93 : 0.5
3 -> 4 : 0.5
93 -> 3 : 1.0


***** Observations ORDER 2 *****
72|71 -> 73 : 1
72|73 -> 73 : 1
72|73 -> 62 : 1
52|62 -> 51 : 1
71|61 -> 70 : 1
70|71 -> 60 : 1
60|70 -> 69 : 1
69|60 -> 68 : 1
68|69 -> 69 : 1
68|69 -> 58 : 1
68|69 -> 67 : 1
69|68 -> 68 : 1
58|68 -> 48 : 1
48|58 -> 58 : 1
48|58 -> 38 : 1
58|48 -> 59 : 1
59|58 -> 69 : 2
69|59 -> 60 : 1
69|59 -> 59 : 2
60|69 -> 70 : 1
70|60 -> 79 : 1
69|79 -> 68 : 1
57|67 -> 56 : 1
57|56 -> 58 : 1
58|57 -> 59 : 1
58|57 -> 48 : 1
59|69 -> 69 : 1
59|69 -> 58 : 1
58|59 -> 57 : 1
57|58 -> 58 : 1
38|48 -> 39 : 1
39|38 -> 30 : 1
20|30 -> 10 : 1
29|19 -> 39 : 1
39|29 -> 38 : 1
39|29 -> 29 : 1
38|39 -> 37 : 1
37|38 -> 27 : 1
37|38 -> 36 : 1
28|27 -> 27 : 1
28|27 -> 38 : 1
38|28 -> 37 : 1
28|18 -> 29 : 1
29|28 -> 39 : 1
29|39 -> 20 : 1
20|29 -> 21 : 1
32|31 -> 31 : 1
32|31 -> 42 : 1
52|42 -> 53 : 1
74|64 -> 64 : 1
74|64 -> 84 : 1
4|94 -> 5 : 1
4|5 -> 14 : 1
14|4 -> 4 : 1
14|4 -> 24 : 1
14|4 -> 13 : 1
4|14 -> 14 : 1
23|24 -> 22 : 1
23|22 -> 13 : 1
13|23 -> 3 : 1
3|13 -> 93 : 1
3|93 -> 4 : 1
4|3 -> 14 : 1
13|14 -> 3
 : 1


***** Distributions ORDER 2 *****
72|71 -> 73 : 1.0
72|73 -> 73 : 0.5
72|73 -> 62 : 0.5
52|62 -> 51 : 1.0
71|61 -> 70 : 1.0
70|71 -> 60 : 1.0
60|70 -> 69 : 1.0
69|60 -> 68 : 1.0
68|69 -> 69 : 0.3333333333333333
68|69 -> 58 : 0.3333333333333333
68|69 -> 67 : 0.3333333333333333
69|68 -> 68 : 1.0
58|68 -> 48 : 1.0
48|58 -> 58 : 0.5
48|58 -> 38 : 0.5
58|48 -> 59 : 1.0
59|58 -> 69 : 1.0
69|59 -> 60 : 0.3333333333333333
69|59 -> 59 : 0.6666666666666666
60|69 -> 70 : 1.0
70|60 -> 79 : 1.0
69|79 -> 68 : 1.0
57|67 -> 56 : 1.0
57|56 -> 58 : 1.0
58|57 -> 59 : 0.5
58|57 -> 48 : 0.5
59|69 -> 69 : 0.5
59|69 -> 58 : 0.5
58|59 -> 57 : 1.0
57|58 -> 58 : 1.0
38|48 -> 39 : 1.0
39|38 -> 30 : 1.0
20|30 -> 10 : 1.0
29|19 -> 39 : 1.0
39|29 -> 38 : 0.5
39|29 -> 29 : 0.5
38|39 -> 37 : 1.0
37|38 -> 27 : 0.5
37|38 -> 36 : 0.5
28|27 -> 27 : 0.5
28|27 -> 38 : 0.5
38|28 -> 37 : 1.0
28|18 -> 29 : 1.0
29|28 -> 39 : 1.0
29|39 -> 20 : 1.0
20|29 -> 21 : 1.0
32|31 -> 31 : 0.5
32|31 -> 42 : 0.5
52|42 -> 53 : 1.0
74|64 -> 64 : 0.5
74|64 -> 84 : 0.5
4|94 -> 5 : 1.0
4|5 -> 14 : 1.0
14|4 -> 4 : 0.3333333333333333
14|4 -> 24 : 0.3333333333333333
14|4 -> 13 : 0.3333333333333333
4|14 -> 14 : 1.0
23|24 -> 22 : 1.0
23|22 -> 13 : 1.0
13|23 -> 3 : 1.0
3|13 -> 93 : 1.0
3|93 -> 4 : 1.0
4|3 -> 14 : 1.0
13|14 -> 3
 : 1.0


***** Observations ORDER 3 *****
72|73.72 -> 73 : 1
72|73.72 -> 62 : 1
68|69.60 -> 69 : 1
68|69.68 -> 58 : 1
48|58.68 -> 58 : 1
69|59.58 -> 60 : 1
69|59.58 -> 59 : 1
68|69.79 -> 67 : 1
58|57.56 -> 59 : 1
59|69.59 -> 69 : 1
59|69.59 -> 58 : 1
69|59.69 -> 59 : 1
58|57.58 -> 48 : 1
48|58.57 -> 38 : 1
39|29.19 -> 38 : 1
37|38.39 -> 27 : 1
28|27.37 -> 27 : 1
28|27.28 -> 38 : 1
37|38.28 -> 36 : 1
39|29.28 -> 29 : 1
32|31.21 -> 31 : 1
