***** Distribution. ORDER 1 *****
42,52,53,52 -> 42 : 0.5
42,52,53,52 -> 51 : 0.5
51,52,53,52 -> 42 : 1.0
32,42,52,53 -> 52 : 1.0
41,42,52,53 -> 52 : 1.0
73,72,73,72 -> 62 : 1.0
48,58,59,69 -> 60 : 1.0
57,58,59,69 -> 59 : 1.0
58,59,69,59 -> 69 : 1.0
69,59,69,59 -> 58 : 1.0
48,58,59,58 -> 59 : 1.0
59,58,59,58 -> 48 : 1.0
47,48,58,59 -> 58 : 0.5
47,48,58,59 -> 69 : 0.5
58,48,58,59 -> 50 : 1.0
56,66,56,46 -> 56 : 1.0
65,66,56,46 -> 36 : 1.0
57,56,46,36 -> 46 : 1.0
66,56,46,36 -> 37 : 1.0
59,58,59,49 -> 59 : 1.0
58,59,49,59 -> 69 : 1.0
49,59,58,59 -> 49 : 1.0
48,49,59,58 -> 59 : 1.0
39,49,59,58 -> 59 : 1.0
59,49,59,69 -> 68 : 0.5
59,49,59,69 -> 60 : 0.5
63,53,52,42 -> 52 : 0.5
63,53,52,42 -> 41 : 0.5
62,63,53,52 -> 42 : 1.0
64,63,53,52 -> 42 : 1.0
43,42,52,62 -> 63 : 1.0
52,42,52,62 -> 72 : 1.0
72,82,81,82 -> 92 : 1.0
83,82,81,82 -> 72 : 0.5
83,82,81,82 -> 81 : 0.5
37,38,28,38 -> 28 : 1.0
28,38,28,38 -> 39 : 1.0
37,27,28,27 -> 28 : 1.0
28,27,28,27 -> 37 : 1.0
43,44,45,55 -> 54 : 1.0
54,44,45,55 -> 54 : 1.0
44,45,55,54 -> 53 : 1.0
65,55,54,53 -> 43 : 1.0
45,55,54,53 -> 63 : 0.5
45,55,54,53 -> 54 : 0.5
49,48,58,59 -> 58 : 1.0
94,93,94,4 -> 3 : 1.0
3,93,94,4 -> 94 : 1.0
15,25,35,25 -> 26 : 1.0
26,25,35,25 -> 15 : 1.0
56,55,54,55 -> 54 : 1.0
55,45,35,34 -> 44 : 1.0
46,45,35,34 -> 35 : 1.0
74,73,63,73 -> 63 : 1.0
63,73,63,73 -> 83 : 1.0
20,29,19,10 -> 20 : 1.0
19,29,19,10 -> 19 : 1.0
18,19,10,20 -> 29 : 1.0
29,19,10,20 -> 30 : 1.0
31,21,31,30 -> 31 : 1.0
20,21,31,30 -> 39 : 1.0
41,31,30,31 -> 41 : 1.0
21,31,30,31 -> 41 : 1.0
30,31,41,31 -> 30 : 0.5
30,31,41,31 -> 21 : 0.5
20,30,31,41 -> 31 : 1.0
31,30,31,41 -> 31 : 0.5
31,30,31,41 -> 42 : 0.5
10,0,9,0 -> 9 : 1.0
9,0,9,0 -> 90 : 1.0
0,90,99,90 -> 99 : 1.0
99,90,99,90 -> 91 : 1.0
90,99,90,91 -> 1 : 1.0
9,99,90,91 -> 92 : 1.0
2,3,13,14 -> 4 : 1.0
93,3,13,14 -> 4 : 1.0
3,13,14,4 -> 5 : 0.5
3,13,14,4 -> 3 : 0.5
49,48,47,48 -> 58 : 0.5
49,48,47,48 -> 47 : 0.5
47,48,47,48 -> 38 : 0.5
47,48,47,48 -> 47 : 0.5
67,68,58,68 -> 67 : 1.0
58,68,58,68 -> 69 : 1.0
98,99,9,8 -> 9 : 1.0
9,99,9,8 -> 98 : 0.5
9,99,9,8 -> 7 : 0.5
7,97,98,97 -> 98 : 1.0
98,97,98,97 -> 7 : 1.0
87,97,7,8 -> 18 : 1.0
98,97,7,8 -> 7 : 1.0
97,7,8,18 -> 28 : 1.0
17,7,8,18 -> 28 : 1.0
8,7,8,18 -> 17 : 1.0
7,8,18,28 -> 27 : 0.5
7,8,18,28 -> 29 : 0.5
9,8,18,28 -> 29 : 1.0
18,28,29,28 -> 29 : 1.0
29,28,29,28 -> 27 : 1.0
26,16,17,16 -> 6 : 1.0
6,16,17,16 -> 15 : 1.0
8,18,28,29 -> 28 : 0.5
8,18,28,29 -> 20 : 0.5
12,2,92,91 -> 92 : 1.0
92,2,92,91 -> 81 : 1.0
71,81,82,81 -> 82 : 1.0
82,81,82,81 -> 80 : 0.5
82,81,82,81 -> 91 : 0.5
17,27,28,18 -> 8 : 1.0
28,27,28,18 -> 8 : 1.0
28,18,8,18 -> 28 : 0.5
28,18,8,18 -> 8 : 0.5
27,28,18,8 -> 18 : 1.0
15,25,26,16 -> 17 : 1.0
26,25,26,16 -> 15 : 1.0
1,11,10,0 -> 9 : 1.0
12,11,10,0 -> 1 : 1.0
9,0,1,11 -> 10 : 1.0
10,0,1,11 -> 12 : 1.0
9,19,10,20 -> 10 : 1.0
10,19,10,20 -> 21 : 1.0
43,33,32,33 -> 32 : 1.0
32,33,32,33 -> 23 : 1.0
33,32,33,32 -> 22 : 1.0
22,32,33,32 -> 31 : 1.0
42,32,33,32 -> 33 : 1.0
32,33,32,22 -> 32 : 1.0
23,33,32,22 -> 23 : 1.0
96,95,85,95 -> 94 : 0.5
96,95,85,95 -> 85 : 0.5
94,95,85,95 -> 94 : 1.0
85,95,94,95 -> 85 : 0.33333
85,95,94,95 -> 5 : 0.33333
85,95,94,95 -> 94 : 0.33333
95,85,95,94 -> 95 : 1.0
4,3,93,3 -> 93 : 1.0
93,3,93,3 -> 93 : 1.0
3,93,3,93 -> 3 : 0.5
3,93,3,93 -> 83 : 0.5
93,83,84,83 -> 84 : 1.0
84,83,84,83 -> 93 : 1.0
35,45,55,45 -> 44 : 1.0
46,45,55,45 -> 35 : 1.0
92,82,81,82 -> 81 : 1.0
81,82,81,82 -> 72 : 1.0
20,21,31,32 -> 22 : 1.0
22,21,31,32 -> 42 : 1.0
31,21,31,32 -> 33 : 1.0
31,32,42,32 -> 42 : 1.0
42,32,42,32 -> 42 : 0.5
42,32,42,32 -> 31 : 0.5
21,31,32,42 -> 32 : 1.0
30,31,32,42 -> 43 : 1.0
32,42,32,42 -> 32 : 1.0
66,67,77,87 -> 77 : 0.5
66,67,77,87 -> 86 : 0.5
57,67,77,87 -> 86 : 0.5
57,67,77,87 -> 77 : 0.5
48,47,57,47 -> 57 : 1.0
46,47,57,47 -> 48 : 1.0
2,1,2,12 -> 11 : 1.0
0,1,2,12 -> 13 : 1.0
82,72,71,72 -> 62 : 1.0
62,72,71,72 -> 82 : 0.5
62,72,71,72 -> 71 : 0.5
62,61,62,72 -> 71 : 1.0
71,61,62,72 -> 62 : 1.0
92,82,72,71 -> 72 : 1.0
72,82,72,71 -> 81 : 1.0
54,55,65,55 -> 65 : 1.0
65,55,65,55 -> 54 : 1.0
55,65,55,65 -> 75 : 1.0
75,65,55,65 -> 55 : 1.0
55,45,35,45 -> 35 : 1.0
35,45,35,45 -> 46 : 1.0
71,81,71,70 -> 60 : 0.5
71,81,71,70 -> 79 : 0.5
91,81,71,70 -> 71 : 0.75
91,81,71,70 -> 79 : 0.25
63,62,61,71 -> 81 : 1.0
72,62,61,71 -> 72 : 1.0
81,91,81,71 -> 70 : 1.0
81,71,70,71 -> 81 : 1.0
71,70,71,81 -> 80 : 0.5
71,70,71,81 -> 91 : 0.5
82,81,91,81 -> 71 : 1.0
80,81,91,81 -> 71 : 1.0
50,51,61,51 -> 41 : 1.0
41,51,61,51 -> 52 : 1.0
37,38,48,49 -> 39 : 1.0
39,38,48,49 -> 39 : 1.0
48,49,40,49 -> 40 : 1.0
40,49,40,49 -> 48 : 1.0
48,49,39,49 -> 39 : 0.5
48,49,39,49 -> 59 : 0.5
39,49,39,49 -> 48 : 0.5
39,49,39,49 -> 40 : 0.5
40,49,48,47 -> 46 : 1.0
39,49,48,47 -> 57 : 1.0
38,48,49,39 -> 38 : 0.5
38,48,49,39 -> 49 : 0.5
75,76,66,56 -> 55 : 1.0
77,76,66,56 -> 55 : 1.0
66,76,75,76 -> 66 : 1.0
75,76,75,76 -> 86 : 1.0
76,66,56,55 -> 54 : 0.5
76,66,56,55 -> 65 : 0.5
56,66,56,55 -> 45 : 1.0
34,24,34,44 -> 34 : 1.0
23,24,34,44 -> 34 : 1.0
44,34,33,23 -> 22 : 1.0
24,34,33,23 -> 24 : 1.0
43,33,23,22 -> 21 : 1.0
34,33,23,22 -> 23 : 1.0
39,38,48,47 -> 37 : 1.0
37,38,48,47 -> 48 : 1.0
14,24,34,24 -> 34 : 1.0
34,24,34,24 -> 34 : 0.5
34,24,34,24 -> 23 : 0.5
24,34,24,34 -> 44 : 0.5
24,34,24,34 -> 24 : 0.5
35,34,24,34 -> 24 : 1.0
22,23,24,34 -> 33 : 1.0
33,23,24,34 -> 44 : 1.0
24,34,44,34 -> 33 : 0.5
24,34,44,34 -> 35 : 0.5
3,93,92,82 -> 81 : 1.0
92,93,92,82 -> 81 : 1.0
92,82,81,91 -> 90 : 0.5
92,82,81,91 -> 1 : 0.5
91,92,82,81 -> 71 : 1.0
93,92,82,81 -> 91 : 1.0
35,45,46,45 -> 44 : 0.5
35,45,46,45 -> 35 : 0.5
44,45,46,45 -> 44 : 1.0
55,45,46,45 -> 44 : 1.0
45,46,45,44 -> 43 : 0.33333
45,46,45,44 -> 45 : 0.33333
45,46,45,44 -> 54 : 0.33333
5,4,3,2 -> 3 : 1.0
94,4,3,2 -> 12 : 1.0
93,83,93,83 -> 84 : 1.0
83,82,83,84 -> 94 : 1.0
81,82,83,84 -> 74 : 1.0
93,83,84,94 -> 4 : 1.0
82,83,84,94 -> 95 : 1.0
84,94,95,94 -> 95 : 1.0
95,94,95,94 -> 4 : 1.0
5,95,85,95 -> 5 : 1.0
85,95,85,95 -> 94 : 1.0
94,95,94,95 -> 96 : 1.0
92,93,83,82 -> 83 : 1.0
83,93,83,82 -> 81 : 1.0
12,22,23,22 -> 23 : 1.0
23,22,23,22 -> 21 : 1.0
93,83,82,81 -> 80 : 1.0
73,83,82,81 -> 82 : 1.0
64,54,53,54 -> 53 : 1.0
53,54,53,54 -> 53 : 1.0
54,53,54,53 -> 54 : 0.5
54,53,54,53 -> 43 : 0.5
60,50,59,50 -> 59 : 1.0
59,50,59,50 -> 40 : 1.0
70,79,78,77 -> 87 : 1.0
78,79,78,77 -> 76 : 1.0
86,87,77,87 -> 88 : 1.0
88,87,77,87 -> 77 : 1.0
78,77,87,86 -> 76 : 1.0
76,77,87,86 -> 87 : 1.0
90,80,81,91 -> 92 : 1.0
67,57,67,77 -> 87 : 0.5
67,57,67,77 -> 76 : 0.5
48,47,48,47 -> 48 : 0.5
48,47,48,47 -> 46 : 0.5
41,40,30,20 -> 10 : 1.0
30,40,30,20 -> 21 : 1.0
90,91,1,2 -> 3 : 1.0
1,91,1,2 -> 3 : 1.0
3,13,12,2 -> 1 : 1.0
23,13,12,2 -> 1 : 1.0
91,1,2,3 -> 13 : 0.5
91,1,2,3 -> 4 : 0.5
2,12,22,32 -> 31 : 1.0
13,12,22,32 -> 33 : 1.0
42,43,33,34 -> 44 : 1.0
33,43,33,34 -> 44 : 1.0
43,33,34,44 -> 54 : 0.5
43,33,34,44 -> 45 : 0.5
34,44,45,44 -> 45 : 1.0
45,44,45,44 -> 54 : 1.0
64,54,55,54 -> 55 : 1.0
54,55,65,64 -> 74 : 1.0
65,55,65,64 -> 54 : 1.0
64,54,53,52 -> 42 : 1.0
55,54,53,52 -> 51 : 1.0
33,34,44,45 -> 35 : 1.0
35,34,44,45 -> 44 : 1.0
34,44,45,35 -> 45 : 1.0
43,44,45,35 -> 34 : 1.0
4,3,13,12 -> 13 : 1.0
93,3,13,12 -> 2 : 1.0
13,12,13,12 -> 13 : 1.0
3,13,12,13 -> 12 : 1.0
12,13,12,13 -> 12 : 0.5
12,13,12,13 -> 14 : 0.5
22,12,13,14 -> 24 : 1.0
13,12,13,14 -> 15 : 1.0
15,5,4,3 -> 13 : 1.0
4,5,4,3 -> 2 : 1.0
96,95,5,95 -> 85 : 1.0
85,95,5,95 -> 94 : 0.5
85,95,5,95 -> 96 : 0.5
64,54,64,54 -> 55 : 1.0
55,54,64,54 -> 53 : 1.0
68,58,48,58 -> 68 : 0.5
68,58,48,58 -> 57 : 0.5
59,69,59,58 -> 48 : 0.5
59,69,59,58 -> 68 : 0.5
79,69,59,58 -> 68 : 0.5
79,69,59,58 -> 57 : 0.5
78,68,58,48 -> 58 : 1.0
58,68,58,48 -> 58 : 1.0
68,69,79,69 -> 79 : 1.0
79,69,79,69 -> 59 : 1.0
29,39,38,39 -> 38 : 1.0
38,39,38,39 -> 38 : 1.0
59,58,48,47 -> 57 : 1.0
57,58,48,47 -> 37 : 1.0
39,38,39,38 -> 39 : 0.5
39,38,39,38 -> 37 : 0.5
25,15,16,6 -> 7 : 1.0
14,15,16,6 -> 5 : 1.0
97,87,77,87 -> 77 : 1.0
77,87,77,87 -> 97 : 1.0
5,95,5,95 -> 85 : 1.0
59,58,68,67 -> 68 : 1.0
68,58,68,67 -> 68 : 1.0
58,68,67,68 -> 69 : 0.5
58,68,67,68 -> 67 : 0.5
8,9,99,9 -> 0 : 1.0
0,9,99,9 -> 8 : 1.0
99,9,8,9 -> 8 : 1.0
8,9,8,9 -> 99 : 1.0
99,9,0,9 -> 99 : 1.0
8,9,0,9 -> 0 : 1.0
9,8,9,8 -> 18 : 1.0
7,8,9,8 -> 9 : 1.0
13,3,4,94 -> 93 : 1.0
93,3,4,94 -> 93 : 1.0
3,4,94,93 -> 83 : 0.5
3,4,94,93 -> 94 : 0.5
81,71,70,79 -> 69 : 1.0
71,70,79,69 -> 60 : 1.0
89,79,69,60 -> 50 : 1.0
70,79,69,60 -> 70 : 0.5
70,79,69,60 -> 50 : 0.5
79,69,60,50 -> 60 : 0.5
79,69,60,50 -> 51 : 0.5
82,81,71,70 -> 80 : 0.5
82,81,71,70 -> 60 : 0.5
50,60,70,71 -> 81 : 1.0
69,60,70,71 -> 81 : 1.0
60,70,71,81 -> 71 : 0.33333
60,70,71,81 -> 82 : 0.33333
60,70,71,81 -> 80 : 0.33333
67,77,76,77 -> 76 : 1.0
76,77,76,77 -> 87 : 1.0
51,61,62,61 -> 60 : 1.0
60,61,62,61 -> 60 : 1.0
61,62,61,60 -> 69 : 1.0
61,60,69,60 -> 70 : 1.0
69,60,69,60 -> 70 : 1.0
70,60,69,60 -> 61 : 1.0
62,61,60,69 -> 60 : 0.5
62,61,60,69 -> 59 : 0.5
60,69,60,70 -> 80 : 0.5
60,69,60,70 -> 71 : 0.5
60,70,80,89 -> 99 : 1.0
79,70,80,89 -> 80 : 1.0
80,70,71,81 -> 82 : 1.0
65,55,45,55 -> 45 : 1.0
45,55,45,55 -> 56 : 1.0
19,10,20,30 -> 20 : 1.0
20,10,20,30 -> 39 : 1.0
20,21,31,21 -> 11 : 1.0
22,21,31,21 -> 11 : 1.0
21,31,21,11 -> 12 : 0.5
21,31,21,11 -> 10 : 0.5
11,12,22,12 -> 13 : 0.5
11,12,22,12 -> 22 : 0.5
22,12,22,12 -> 11 : 1.0
21,11,12,22 -> 12 : 1.0
1,11,12,22 -> 12 : 1.0
49,40,41,42 -> 41 : 1.0
41,40,41,42 -> 52 : 1.0
45,46,45,35 -> 36 : 1.0
46,45,46,45 -> 35 : 1.0
57,47,46,45 -> 46 : 1.0
46,47,46,45 -> 46 : 0.5
46,47,46,45 -> 35 : 0.5
46,45,35,36 -> 46 : 0.5
46,45,35,36 -> 37 : 0.5
69,79,78,68 -> 69 : 1.0
70,79,78,68 -> 67 : 1.0
58,59,50,60 -> 50 : 1.0
69,59,50,60 -> 70 : 1.0
40,41,51,61 -> 71 : 1.0
31,41,51,61 -> 60 : 1.0
60,61,71,61 -> 51 : 0.5
60,61,71,61 -> 71 : 0.5
71,61,60,61 -> 71 : 1.0
51,61,60,61 -> 71 : 1.0
61,60,61,71 -> 81 : 0.5
61,60,61,71 -> 61 : 0.5
70,60,61,71 -> 61 : 1.0
43,33,23,33 -> 23 : 1.0
23,33,23,33 -> 32 : 1.0
85,84,94,4 -> 14 : 1.0
94,84,94,4 -> 5 : 1.0
76,75,65,64 -> 63 : 0.5
76,75,65,64 -> 65 : 0.5
75,65,64,65 -> 64 : 1.0
64,65,64,65 -> 55 : 1.0
75,76,75,65 -> 64 : 1.0
66,76,75,65 -> 64 : 1.0
54,55,45,46 -> 45 : 1.0
45,55,45,46 -> 36 : 1.0
44,45,46,36 -> 35 : 1.0
55,45,46,36 -> 26 : 1.0
54,55,56,66 -> 56 : 1.0
65,55,56,66 -> 65 : 1.0
66,56,46,47 -> 37 : 1.0
55,56,46,47 -> 46 : 1.0
35,36,26,36 -> 26 : 1.0
26,36,26,36 -> 37 : 1.0
37,47,46,45 -> 55 : 1.0
56,66,76,66 -> 65 : 1.0
66,56,57,56 -> 57 : 1.0
57,56,57,56 -> 66 : 1.0
65,55,56,57 -> 58 : 1.0
56,55,56,57 -> 58 : 1.0
55,56,57,58 -> 68 : 1.0
56,57,58,68 -> 58 : 0.5
56,57,58,68 -> 67 : 0.5
58,57,47,37 -> 47 : 1.0
67,57,47,37 -> 38 : 1.0
74,84,94,95 -> 85 : 1.0
85,84,94,95 -> 5 : 1.0
68,67,68,78 -> 77 : 1.0
77,67,68,78 -> 68 : 1.0
***** Distribution. ORDER 5 *****
4,3,93,83,93 -> 3 : 1.0
93,3,93,83,93 -> 92 : 1.0
47,48,58,48,58 -> 48 : 1.0
58,48,58,48,58 -> 59 : 1.0
44,54,55,54,55 -> 54 : 1.0
55,54,55,54,55 -> 65 : 1.0
96,86,87,86,87 -> 86 : 1.0
87,86,87,86,87 -> 97 : 1.0
44,54,53,43,53 -> 54 : 1.0
55,54,53,43,53 -> 63 : 1.0
89,79,70,79,70 -> 79 : 1.0
70,79,70,79,70 -> 80 : 1.0
46,56,55,45,35 -> 36 : 1.0
66,56,55,45,35 -> 34 : 1.0
92,82,83,93,83 -> 82 : 1.0
83,82,83,93,83 -> 84 : 1.0
86,76,66,67,66 -> 76 : 1.0
66,76,66,67,66 -> 56 : 1.0
77,67,57,67,57 -> 67 : 1.0
57,67,57,67,57 -> 58 : 1.0
41,51,61,71,61 -> 60 : 1.0
52,51,61,71,61 -> 62 : 1.0
84,83,82,72,71 -> 61 : 0.5
84,83,82,72,71 -> 72 : 0.5
74,84,83,82,72 -> 71 : 1.0
94,84,83,82,72 -> 71 : 1.0
70,71,72,73,72 -> 71 : 1.0
72,71,72,73,72 -> 73 : 1.0
73,72,71,72,71 -> 72 : 1.0
71,72,71,72,71 -> 61 : 1.0
89,99,98,99,90 -> 91 : 1.0
9,99,98,99,90 -> 0 : 1.0
42,52,53,52,42 -> 41 : 1.0
51,52,53,52,42 -> 43 : 1.0
32,42,52,53,52 -> 42 : 1.0
41,42,52,53,52 -> 51 : 1.0
49,59,58,59,49 -> 59 : 1.0
59,58,59,49,59 -> 69 : 1.0
48,49,59,58,59 -> 49 : 1.0
39,49,59,58,59 -> 49 : 1.0
58,59,49,59,69 -> 68 : 0.5
58,59,49,59,69 -> 60 : 0.5
62,63,53,52,42 -> 52 : 1.0
64,63,53,52,42 -> 41 : 1.0
43,44,45,55,54 -> 53 : 1.0
54,44,45,55,54 -> 53 : 1.0
44,45,55,54,53 -> 63 : 0.5
44,45,55,54,53 -> 54 : 0.5
20,30,31,41,31 -> 30 : 1.0
31,30,31,41,31 -> 21 : 1.0
41,31,30,31,41 -> 31 : 1.0
21,31,30,31,41 -> 42 : 1.0
2,3,13,14,4 -> 5 : 1.0
93,3,13,14,4 -> 3 : 1.0
97,7,8,18,28 -> 27 : 1.0
17,7,8,18,28 -> 29 : 1.0
7,8,18,28,29 -> 28 : 1.0
9,8,18,28,29 -> 20 : 1.0
27,28,18,8,18 -> 28 : 0.5
27,28,18,8,18 -> 8 : 0.5
17,27,28,18,8 -> 18 : 1.0
28,27,28,18,8 -> 18 : 1.0
95,85,95,94,95 -> 85 : 0.5
95,85,95,94,95 -> 5 : 0.5
96,95,85,95,94 -> 95 : 1.0
94,95,85,95,94 -> 95 : 1.0
4,3,93,3,93 -> 3 : 1.0
93,3,93,3,93 -> 83 : 1.0
32,42,32,42,32 -> 42 : 0.5
32,42,32,42,32 -> 31 : 0.5
31,32,42,32,42 -> 32 : 1.0
42,32,42,32,42 -> 32 : 1.0
81,91,81,71,70 -> 71 : 1.0
82,81,91,81,71 -> 70 : 1.0
80,81,91,81,71 -> 70 : 1.0
91,81,71,70,71 -> 81 : 1.0
81,71,70,71,81 -> 80 : 0.5
81,71,70,71,81 -> 91 : 0.5
37,38,48,49,39 -> 38 : 1.0
39,38,48,49,39 -> 49 : 1.0
75,76,66,56,55 -> 54 : 1.0
77,76,66,56,55 -> 65 : 1.0
35,34,24,34,24 -> 34 : 1.0
24,34,24,34,24 -> 23 : 1.0
14,24,34,24,34 -> 44 : 1.0
34,24,34,24,34 -> 24 : 1.0
34,24,34,44,34 -> 33 : 1.0
23,24,34,44,34 -> 35 : 1.0
93,92,82,81,91 -> 90 : 0.5
93,92,82,81,91 -> 1 : 0.5
3,93,92,82,81 -> 91 : 1.0
92,93,92,82,81 -> 91 : 1.0
35,45,46,45,44 -> 43 : 1.0
44,45,46,45,44 -> 45 : 1.0
55,45,46,45,44 -> 54 : 1.0
64,54,53,54,53 -> 54 : 1.0
53,54,53,54,53 -> 43 : 1.0
77,67,57,67,77 -> 87 : 1.0
57,67,57,67,77 -> 76 : 1.0
49,48,47,48,47 -> 48 : 1.0
47,48,47,48,47 -> 46 : 1.0
90,91,1,2,3 -> 13 : 1.0
1,91,1,2,3 -> 4 : 1.0
42,43,33,34,44 -> 54 : 1.0
33,43,33,34,44 -> 45 : 1.0
3,13,12,13,12 -> 13 : 1.0
12,13,12,13,12 -> 13 : 1.0
13,12,13,12,13 -> 12 : 0.5
13,12,13,12,13 -> 14 : 0.5
78,68,58,48,58 -> 68 : 1.0
58,68,58,48,58 -> 57 : 1.0
29,39,38,39,38 -> 39 : 1.0
38,39,38,39,38 -> 37 : 1.0
59,58,68,67,68 -> 69 : 1.0
68,58,68,67,68 -> 67 : 1.0
13,3,4,94,93 -> 83 : 1.0
93,3,4,94,93 -> 94 : 1.0
71,81,71,70,79 -> 69 : 1.0
91,81,71,70,79 -> 69 : 1.0
81,71,70,79,69 -> 60 : 1.0
71,70,79,69,60 -> 70 : 0.5
71,70,79,69,60 -> 50 : 0.5
89,79,69,60,50 -> 60 : 1.0
70,79,69,60,50 -> 51 : 1.0
50,60,70,71,81 -> 71 : 1.0
69,60,70,71,81 -> 82 : 1.0
51,61,62,61,60 -> 69 : 1.0
60,61,62,61,60 -> 69 : 1.0
61,62,61,60,69 -> 60 : 0.5
61,62,61,60,69 -> 59 : 0.5
61,60,69,60,70 -> 80 : 1.0
69,60,69,60,70 -> 71 : 1.0
20,21,31,21,11 -> 12 : 1.0
22,21,31,21,11 -> 10 : 1.0
21,11,12,22,12 -> 13 : 1.0
1,11,12,22,12 -> 22 : 1.0
35,45,46,45,35 -> 36 : 1.0
46,45,46,45,35 -> 36 : 1.0
57,47,46,45,46 -> 56 : 1.0
46,47,46,45,46 -> 45 : 1.0
45,46,45,35,36 -> 46 : 0.5
45,46,45,35,36 -> 37 : 0.5
70,60,61,71,61 -> 51 : 1.0
61,60,61,71,61 -> 71 : 1.0
71,61,60,61,71 -> 81 : 1.0
51,61,60,61,71 -> 61 : 1.0
75,76,75,65,64 -> 63 : 1.0
66,76,75,65,64 -> 65 : 1.0
65,55,56,57,58 -> 68 : 1.0
56,55,56,57,58 -> 68 : 1.0
55,56,57,58,68 -> 58 : 0.5
55,56,57,58,68 -> 67 : 0.5
***** Distribution. ORDER 6 *****
74,84,83,82,72,71 -> 61 : 1.0
94,84,83,82,72,71 -> 72 : 1.0
48,49,59,58,59,49 -> 59 : 1.0
39,49,59,58,59,49 -> 59 : 1.0
49,59,58,59,49,59 -> 69 : 1.0
59,58,59,49,59,69 -> 68 : 0.5
59,58,59,49,59,69 -> 60 : 0.5
43,44,45,55,54,53 -> 63 : 1.0
54,44,45,55,54,53 -> 54 : 1.0
17,27,28,18,8,18 -> 28 : 1.0
28,27,28,18,8,18 -> 8 : 1.0
96,95,85,95,94,95 -> 85 : 1.0
94,95,85,95,94,95 -> 5 : 1.0
31,32,42,32,42,32 -> 42 : 1.0
42,32,42,32,42,32 -> 31 : 1.0
82,81,91,81,71,70 -> 71 : 1.0
80,81,91,81,71,70 -> 71 : 1.0
81,91,81,71,70,71 -> 81 : 1.0
91,81,71,70,71,81 -> 80 : 0.5
91,81,71,70,71,81 -> 91 : 0.5
3,93,92,82,81,91 -> 90 : 1.0
92,93,92,82,81,91 -> 1 : 1.0
3,13,12,13,12,13 -> 12 : 1.0
12,13,12,13,12,13 -> 14 : 1.0
71,81,71,70,79,69 -> 60 : 1.0
91,81,71,70,79,69 -> 60 : 1.0
81,71,70,79,69,60 -> 70 : 0.5
81,71,70,79,69,60 -> 50 : 0.5
51,61,62,61,60,69 -> 60 : 1.0
60,61,62,61,60,69 -> 59 : 1.0
35,45,46,45,35,36 -> 46 : 1.0
46,45,46,45,35,36 -> 37 : 1.0
65,55,56,57,58,68 -> 58 : 1.0
56,55,56,57,58,68 -> 67 : 1.0
***** Distribution. ORDER 7 *****
48,49,59,58,59,49,59 -> 69 : 1.0
39,49,59,58,59,49,59 -> 69 : 1.0
49,59,58,59,49,59,69 -> 68 : 0.5
49,59,58,59,49,59,69 -> 60 : 0.5
82,81,91,81,71,70,71 -> 81 : 1.0
80,81,91,81,71,70,71 -> 81 : 1.0
81,91,81,71,70,71,81 -> 80 : 0.5
81,91,81,71,70,71,81 -> 91 : 0.5
71,81,71,70,79,69,60 -> 70 : 1.0
91,81,71,70,79,69,60 -> 50 : 1.0
***** Distribution. ORDER 8 *****
48,49,59,58,59,49,59,69 -> 68 : 1.0
39,49,59,58,59,49,59,69 -> 60 : 1.0
82,81,91,81,71,70,71,81 -> 80 : 1.0
80,81,91,81,71,70,71,81 -> 91 : 1.0
